action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,inactive,13180383,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,COc1cc(O)c(/C=N/NC(=O)c2ccncc2)c(OC)c1[N+](=O)[O-],,,CHEMBL1201862,,,,CHEMBL3209849,,CHEMBL3209849,,0,http://www.openphacts.org/units/Nanomolar,1126037,>,7,1,>,,IC50,nM,,94106.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.106
,inactive,13180384,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,C/N=C(\S)NNC(=O)c1cccn(Cc2cccc(Cl)c2)c1=O,,,CHEMBL1201862,,,,CHEMBL323554,,CHEMBL323554,,0,http://www.openphacts.org/units/Nanomolar,1012886,>,7,1,>,,IC50,nM,,94115.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.115
,inactive,13180385,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,COc1ccccc1NC(=O)NNC(=O)c1cc2ccccc2cc1O,,,CHEMBL1201862,,,,CHEMBL1426155,,CHEMBL1426155,,0,http://www.openphacts.org/units/Nanomolar,1246932,>,7,1,>,,IC50,nM,,94106.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.106
,inactive,13180386,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,O=C(N/N=C/c1cc(Br)ccc1O)c1cccc(N2CCCC2=O)c1,,,CHEMBL1201862,,,,CHEMBL3197902,,CHEMBL3197902,,0,http://www.openphacts.org/units/Nanomolar,1049311,>,7,1,>,,IC50,nM,,94105.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.105
,inactive,13180387,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,CCc1ccc(NC(=O)NNC(=O)c2ccc3ccccc3c2O)cc1,,,CHEMBL1201862,,,,CHEMBL1560921,,CHEMBL1560921,,0,http://www.openphacts.org/units/Nanomolar,1247911,>,7,1,>,,IC50,nM,,94115.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.115
,inactive,13180388,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,Cc1[nH]n(-c2ccccc2)c(=O)c1N=Nc1ccccc1O,,,CHEMBL1201862,,,,CHEMBL3144976,,CHEMBL3144976,,0,http://www.openphacts.org/units/Nanomolar,1106653,>,7,1,>,,IC50,nM,,94115.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.115
,inactive,13180389,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,O=C(N/N=C/c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O)/C(=C\c1cccs1)NC(=O)c1ccccc1,,,CHEMBL1201862,,,,CHEMBL3208691,,CHEMBL3208691,,0,http://www.openphacts.org/units/Nanomolar,1025401,>,7,1,>,,IC50,nM,,94080.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.08
,inactive,13180390,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(C(=O)NNC(=S)NC(=O)c2cccnc2)cc1,,,CHEMBL1201862,,,,CHEMBL1537113,,CHEMBL1537113,,0,http://www.openphacts.org/units/Nanomolar,1109729,>,7,1,>,,IC50,nM,,94104.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.104
,inactive,13180391,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,CN=C(S)NNC(=O)c1oc2nc(-c3ccccc3)cc(-c3ccco3)c2c1N,,,CHEMBL1201862,,,,CHEMBL1426378,,CHEMBL1426378,,0,http://www.openphacts.org/units/Nanomolar,1156309,>,7,1,>,,IC50,nM,,94090.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.09
,inactive,13180392,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc(/C=C2\SC(=S)N(CCCC(=O)NNC(=O)c3ccccc3O)C2=O)cc1,,,CHEMBL1201862,,,,CHEMBL1409822,,CHEMBL1409822,,0,http://www.openphacts.org/units/Nanomolar,1152115,>,7,1,>,,IC50,nM,,94102.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.102
,inactive,13180393,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)Nc1cccc2ncccc12,,,CHEMBL1201862,,,,CHEMBL1488474,,CHEMBL1488474,,0,http://www.openphacts.org/units/Nanomolar,1223577,>,7,1,>,,IC50,nM,,94034.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.034
,inactive,13180394,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,O=C(Cc1ccccc1)NNC(=S)NC(=O)c1cccnc1,,,CHEMBL1201862,,,,CHEMBL1498037,,CHEMBL1498037,,0,http://www.openphacts.org/units/Nanomolar,1148985,>,7,1,>,,IC50,nM,,94106.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.106
,inactive,13180395,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(/C=N\NC(=O)c2cc(O)c(O)c(O)c2)cc1CN1CCN(c2ccc(F)cc2)CC1,,,CHEMBL1201862,,,,CHEMBL3193326,,CHEMBL3193326,,0,http://www.openphacts.org/units/Nanomolar,1038167,>,7,1,>,,IC50,nM,,94172.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.172
,inactive,13180396,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,CC(=O)NNC(=S)NC(=O)c1ccc(C)cc1,,,CHEMBL1201862,,,,CHEMBL1504777,,CHEMBL1504777,,0,http://www.openphacts.org/units/Nanomolar,1111522,>,7,1,>,,IC50,nM,,94012.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.012
,inactive,13180397,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,O=C1Nc2ccccc2/C1=N/N=C/c1ccc(O)c(O)c1,,,CHEMBL1201862,,,,CHEMBL607979,,CHEMBL607979,,0,http://www.openphacts.org/units/Nanomolar,1141218,>,7,1,>,,IC50,nM,,94144.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.144
,inactive,13180398,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,Cn1c(O)c(/C=N/NC(=O)c2cc3ccccc3cc2O)c2ccccc21,,,CHEMBL1201862,,,,CHEMBL1977678,,CHEMBL1977678,,0,http://www.openphacts.org/units/Nanomolar,1224849,>,7,1,>,,IC50,nM,,94090.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.09
,inactive,13180399,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,CNC(=S)N/N=C/c1cc(Br)cc(Br)c1O,,,CHEMBL1201862,,,,CHEMBL3196548,,CHEMBL3196548,,0,http://www.openphacts.org/units/Nanomolar,1036883,>,7,1,>,,IC50,nM,,94106.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.106
,inactive,13180400,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,COc1cc(/C=N/NC(=O)c2cc(O)cc(O)c2)ccc1OC(=O)c1ccccc1,,,CHEMBL1201862,,,,CHEMBL1980197,,CHEMBL1980197,,0,http://www.openphacts.org/units/Nanomolar,1249257,>,7,1,>,,IC50,nM,,94106.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.106
,inactive,13180401,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,CC(C)(C)c1ccc(C(=O)NCC(=O)NNC(=O)c2ccccc2O)cc1,,,CHEMBL1201862,,,,CHEMBL1330257,,CHEMBL1330257,,0,http://www.openphacts.org/units/Nanomolar,1258659,>,7,1,>,,IC50,nM,,94103.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.103
,inactive,13180402,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,NC(=O)CCC1NC(=S)N(Cc2ccccc2)C1=O,,,CHEMBL1201862,,,,CHEMBL1605524,,CHEMBL1605524,,0,http://www.openphacts.org/units/Nanomolar,1110134,>,7,1,>,,IC50,nM,,94134.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.134
,inactive,13180403,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,COc1cc2ccccc2cc1C(=O)NNC(=O)c1ccccc1O,,,CHEMBL1201862,,,,CHEMBL1465741,,CHEMBL1465741,,0,http://www.openphacts.org/units/Nanomolar,1243560,>,7,1,>,,IC50,nM,,94191.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.191
,inactive,13180404,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,O=C(N/N=C/c1cn(Cc2cccc(F)c2)c2ccccc12)c1cc(O)cc(O)c1,,,CHEMBL1201862,,,,CHEMBL1981446,,CHEMBL1981446,,0,http://www.openphacts.org/units/Nanomolar,1246293,>,7,1,>,,IC50,nM,,94082.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.082
,inactive,13180405,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,CC1(C)CC2CC(C)(CN2S(=O)(=O)c2ccc(C(=O)Nc3cccc(S(=O)(=O)N4CCOCC4)c3)cc2)C1,,,CHEMBL1201862,,,,CHEMBL1380444,,CHEMBL1380444,,0,http://www.openphacts.org/units/Nanomolar,1040035,>,7,1,>,,IC50,nM,,94106.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.106
,inactive,13180406,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,O=c1cc(-c2ccc(O)c(O)c2)oc2c1ccc1ccccc12,,,CHEMBL1201862,,,,CHEMBL1482959,,CHEMBL1482959,,0,http://www.openphacts.org/units/Nanomolar,1267136,>,7,1,>,,IC50,nM,,94105.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.105
,inactive,13180407,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,CN(C)C=O.O=C(O)c1ccccc1NS(=O)(=O)c1ccc(N/N=C/c2ccc(O)c(O)c2)c([N+](=O)[O-])c1,,,CHEMBL1201862,,,,CHEMBL1981122,,CHEMBL1981122,,0,http://www.openphacts.org/units/Nanomolar,1375549,>,7,1,>,,IC50,nM,,94077.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.077
,inactive,13180408,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,O=C(N/N=C/c1cccc([N+](=O)[O-])c1O)c1cccs1,,,CHEMBL1201862,,,,CHEMBL3193515,,CHEMBL3193515,,0,http://www.openphacts.org/units/Nanomolar,1039092,>,7,1,>,,IC50,nM,,94134.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.134
,inactive,13180409,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,CCc1nnc(S)n1/N=C/c1cc(OC)cc([N+](=O)[O-])c1O,,,CHEMBL1201862,,,,CHEMBL3193676,,CHEMBL3193676,,0,http://www.openphacts.org/units/Nanomolar,1095832,>,7,1,>,,IC50,nM,,94085.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.085
,inactive,13180410,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,Oc1ccc(/C=N/NC(=S)Nc2cccnc2)c(O)c1O,,,CHEMBL1201862,,,,CHEMBL3194876,,CHEMBL3194876,,0,http://www.openphacts.org/units/Nanomolar,1088787,>,7,1,>,,IC50,nM,,94106.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.106
,inactive,13180411,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,CCN(CC(=O)Nc1c(F)cccc1F)C(=O)/C=C/c1ccc2ccccc2n1,,,CHEMBL1201862,,,,CHEMBL1592276,,CHEMBL1592276,,0,http://www.openphacts.org/units/Nanomolar,1259132,>,7,1,>,,IC50,nM,,94091.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.091
,inactive,13180412,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc(/C=C2\SC(=S)N(CCC(=O)NNC(=O)c3ccccc3O)C2=O)cc1,,,CHEMBL1201862,,,,CHEMBL1332075,,CHEMBL1332075,,0,http://www.openphacts.org/units/Nanomolar,1237710,>,7,1,>,,IC50,nM,,94098.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.098
,inactive,13180413,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc2nc(-c3ccc(O)c(O)c3)cn2c1.Cl,,,CHEMBL1201862,,,,CHEMBL1300836,,CHEMBL1616197,,0,http://www.openphacts.org/units/Nanomolar,1208923,>,7,1,>,,IC50,nM,,94092.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.092
,inactive,13180414,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(/C=C2\SC(=O)N(CC(=O)NNC(=O)c3ccccc3O)C2=O)cc1OC,,,CHEMBL1201862,,,,CHEMBL1600086,,CHEMBL1600086,,0,http://www.openphacts.org/units/Nanomolar,1026998,>,7,1,>,,IC50,nM,,94096.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.096
,inactive,13180415,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,O=C(N/N=C/c1cc(Cl)cc([N+](=O)[O-])c1O)c1cccc(S(=O)(=O)N2CCOCC2)c1,,,CHEMBL1201862,,,,CHEMBL3197346,,CHEMBL3197346,,0,http://www.openphacts.org/units/Nanomolar,1270515,>,7,1,>,,IC50,nM,,94125.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.125
,inactive,13180416,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,Cc1c(NC(=S)N/N=C/c2cc([N+](=O)[O-])ccc2O)c(=O)n(-c2ccccc2)n1C,,,CHEMBL1201862,,,,CHEMBL3212364,,CHEMBL3212364,,0,http://www.openphacts.org/units/Nanomolar,1149907,>,7,1,>,,IC50,nM,,94115.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.115
,inactive,13180417,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,Cn1c(SCC(=O)NNC(=O)c2ccccc2O)nnc1-c1ccccc1,,,CHEMBL1201862,,,,CHEMBL251172,,CHEMBL251172,,0,http://www.openphacts.org/units/Nanomolar,1232156,>,7,1,>,,IC50,nM,,94191.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.191
,inactive,13180418,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,O=C1C=C(O)c2c(O)cc(O)c(O)c2C1=O,,,CHEMBL1201862,,,,CHEMBL1986342,,CHEMBL1986342,,0,http://www.openphacts.org/units/Nanomolar,1197297,>,7,1,>,,IC50,nM,,94115.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.115
,inactive,13180419,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(C(=O)NC(=S)NNC(=O)c2ccc(O)cc2)cc1[N+](=O)[O-],,,CHEMBL1201862,,,,CHEMBL1427058,,CHEMBL1427058,,0,http://www.openphacts.org/units/Nanomolar,1223519,>,7,1,>,,IC50,nM,,94104.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.104
,inactive,13180420,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,CC/C(NNC(=O)c1ccccc1O)=C1/C(=O)NC(=O)N(Cc2ccccc2)C1=O,,,CHEMBL1201862,,,,CHEMBL1505420,,CHEMBL1505420,,0,http://www.openphacts.org/units/Nanomolar,1142883,>,7,1,>,,IC50,nM,,94083.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.083
,inactive,13180421,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,Cc1ccccc1NC(=O)NNC(=O)c1ccc2ccccc2c1O,,,CHEMBL1201862,,,,CHEMBL1528395,,CHEMBL1528395,,0,http://www.openphacts.org/units/Nanomolar,1246909,>,7,1,>,,IC50,nM,,94181.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.181
